time,ice_free,new_young,thin_FY,medium_FY,thick_FY,multiyear
2024-04-02,200049.7081440095,133057.63722618157,13149.988960058101,0.0,0.0,0.0
2024-04-03,202505.97356515072,133674.94307662005,10076.417688478386,0.0,0.0,0.0
2024-04-04,211859.55263469776,126369.58891295924,8028.192782592196,0.0,0.0,0.0
2024-04-05,220580.77472420817,124121.74837890097,1554.8112271400482,0.0,0.0,0.0
2024-04-06,227787.71935328946,117295.39853603704,309.51353872376876,0.0,0.0,0.0
2024-04-07,226030.90152067385,118510.3300042499,1346.4728053254173,0.0,0.0,0.0
2024-04-08,222735.03619054327,121568.99444381826,1583.6736958876634,0.0,0.0,0.0
2024-04-09,223664.49886929835,121009.34790298858,1460.2775579622457,0.0,0.0,0.0
2024-04-10,219412.97841425755,125715.50052021455,759.2253957770553,0.0,0.0,0.0
2024-04-11,219447.58290524496,125849.3328295642,960.4185954400033,0.0,0.0,0.0
2024-04-12,223065.11690588412,121416.86515849532,1775.3522658697173,0.0,0.0,0.0
2024-11-26,345140.44718297356,1116.88714727562,0.0,0.0,0.0,0.0
2024-11-27,341660.272360092,4597.061970157133,0.0,0.0,0.0,0.0
2024-11-28,339546.746497951,6710.587832298188,0.0,0.0,0.0,0.0
2024-11-29,335477.88591939234,10779.448410856825,0.0,0.0,0.0,0.0
2024-11-30,334853.8482366376,11403.486093611555,0.0,0.0,0.0,0.0
2024-12-01,332668.13698702364,13589.197343225558,0.0,0.0,0.0,0.0
2024-12-02,331413.94766586774,14843.386664381422,0.0,0.0,0.0,0.0
2024-12-03,331369.45923111064,14887.875099138517,0.0,0.0,0.0,0.0
2024-12-04,332984.4285594727,11075.522741756902,2197.3830290195633,0.0,0.0,0.0
2024-12-05,332670.4635951371,9950.10083626988,3636.7698988421744,0.0,0.0,0.0
2024-12-06,332984.4285594727,9074.999519207431,4197.906251569034,0.0,0.0,0.0
2024-12-07,333861.0125491058,9260.93325165664,3135.388529486705,0.0,0.0,0.0
2024-12-08,335367.7447506045,5270.269681027885,5619.319898616817,0.0,0.0,0.0
2024-12-09,336868.36908588035,7076.330679273391,2312.6345650954395,0.0,0.0,0.0
2024-12-10,340858.8425217047,5273.794968389732,124.6968401547378,0.0,0.0,0.0
2024-12-19,345641.09819232376,616.23613792542,0.0,0.0,0.0,0.0
2024-12-20,345517.88819232373,739.4461379254208,0.0,0.0,0.0,0.0
2024-12-21,345517.88819232373,739.4461379254208,0.0,0.0,0.0,0.0
2024-12-22,345084.978327448,925.0056896270887,247.3503131740405,0.0,0.0,0.0
2024-12-23,345084.978327448,740.004551701671,432.35145109945813,0.0,0.0,0.0
2024-12-24,344713.4878898929,1358.4735918260021,185.37284853024948,0.0,0.0,0.0
2024-12-25,344404.16030086804,184.81500000000096,1544.962891455708,123.39613792541738,0.0,0.0
2024-12-26,342667.6876595376,806.0732833420104,2721.4105388393004,62.16284853024884,0.0,0.0
2024-12-27,342542.9904406652,185.9312628729347,3342.853640255332,185.5589864556662,0.0,0.0
2024-12-28,343349.0637240072,555.5612623065016,2352.70934393542,0.0,0.0,0.0
